volume,volume_weighted,open,close,high,low,timestamp,num_trades
207913.88239539927,3928.9994,3875.42,3892.6,4000.0,3822.2,2024-03-08,942949
76020.0088486454,3915.7416,3892.62,3913.55,3951.37,3865.6,2024-03-09,262280
101831.35866591614,3908.3418,3913.84,3881.96,3972.17,3789.4,2024-03-10,302765
247325.49505527262,3986.5859,3882.48,4066.21,4091.67,3721.0,2024-03-11,530241
237510.7679686159,3973.1712,4065.3,3980.34,4093.88,3812.7,2024-03-12,506374
162347.32724807758,4007.6366,3968.2,4007.7,4085.57,3927.7,2024-03-13,400752
229807.5695910576,3885.9846,4007.79,3880.78,4013.25,3714.53,2024-03-14,531768
293619.52953078295,3705.5428,3880.45,3742.95,3965.0,3566.0,2024-03-15,630184
141810.70489905073,3637.626,3743.29,3520.1,3784.8,3466.55,2024-03-16,348780
146951.89446402175,3565.1159,3520.24,3641.02,3679.7,3410.78,2024-03-17,319368
140530.49747608358,3545.2527,3641.51,3520.66,3645.8,3454.3,2024-03-18,344982
336726.8138495686,3300.3134,3518.43,3156.97,3547.97,3146.98,2024-03-19,652268
409004.9704887438,3293.1924,3156.94,3516.68,3537.8,3057.5,2024-03-20,719660
191782.03317797047,3510.3271,3517.02,3491.78,3589.3,3410.45,2024-03-21,489067
197963.52366236565,3386.5968,3496.4,3335.09,3546.3,3250.0,2024-03-22,475318
111096.95112676028,3363.6344,3337.38,3330.05,3436.39,3271.47,2024-03-23,286394
74900.01522238045,3379.0737,3330.28,3454.03,3473.5,3300.0,2024-03-24,262808
170129.13737629476,3555.2556,3458.5,3591.02,3661.7,3418.61,2024-03-25,418482
123858.32136188372,3610.5208,3591.3,3587.67,3681.9,3543.6,2024-03-26,356269
141879.53166105915,3551.4639,3587.5,3499.56,3665.95,3456.9,2024-03-27,369140
102613.04725153315,3555.7018,3499.62,3561.1,3612.3,3462.44,2024-03-28,333054
79208.30585433358,3523.9245,3561.12,3511.08,3584.9,3470.5,2024-03-29,281879
66572.19122105678,3515.9166,3511.21,3507.51,3568.13,3488.08,2024-03-30,233812
66191.92779324451,3604.2388,3507.31,3645.48,3658.0,3505.76,2024-03-31,246599
123356.6210743468,3514.8393,3650.6,3505.85,3650.6,3410.09,2024-04-01,362675
184781.71520517967,3319.4271,3505.87,3279.64,3507.69,3211.41,2024-04-02,468515
117410.64868477378,3311.6143,3279.71,3312.43,3369.43,3202.8,2024-04-03,331861
132287.60927717705,3345.0045,3312.42,3329.39,3444.95,3251.2,2024-04-04,345341
104088.70295062961,3292.7514,3329.41,3319.26,3348.33,3209.7,2024-04-05,323745
44425.21264467949,3342.1061,3319.1,3352.66,3398.8,3308.5,2024-04-06,193378
48995.381059997824,3398.4846,3352.6,3453.67,3459.52,3345.36,2024-04-07,208310
171956.91379602987,3622.2808,3452.4,3694.56,3731.0,3406.93,2024-04-08,389955
140500.37453405518,3587.1192,3694.38,3504.58,3726.79,3450.6,2024-04-09,385581
106188.17070711726,3497.2434,3504.24,3546.0,3568.9,3408.01,2024-04-10,335092
88318.75924064024,3531.5913,3546.07,3503.06,3620.5,3473.6,2024-04-11,292472
212948.72559548847,3311.2122,3503.06,3239.31,3555.3,2926.93,2024-04-12,490954
309459.83768550045,3062.0427,3238.98,3011.39,3303.5,2537.0,2024-04-13,698873
190907.23324365047,3044.949,3011.42,3158.06,3178.3,2908.9,2024-04-14,433791
173022.94582861426,3157.6379,3156.0,3103.13,3281.21,3025.0,2024-04-15,381145
143436.35226135713,3063.5783,3101.38,3085.25,3132.1,2987.26,2024-04-16,347293
152015.86909119814,3011.3503,3084.92,2984.98,3126.2,2914.01,2024-04-17,337337
117768.60387588204,3033.9715,2985.4,3065.82,3100.8,2952.53,2024-04-18,283093
148355.22410444936,3043.1157,3065.8,3057.93,3128.99,2865.71,2024-04-19,369539
49647.6545894611,3093.7348,3058.52,3157.01,3173.2,3019.11,2024-04-20,218831
44171.260352104444,3158.4503,3157.81,3148.1,3199.0,3117.46,2024-04-21,193268
85105.08703462587,3192.5416,3148.31,3201.46,3239.1,3129.68,2024-04-22,249602
87090.84947215772,3213.811,3202.0,3219.49,3267.2,3153.41,2024-04-23,230950
102503.7117397672,3198.8743,3220.0,3138.91,3295.2,3102.62,2024-04-24,275314
107571.34606924537,3137.7838,3139.11,3155.36,3193.8,3071.79,2024-04-25,271939
80914.56006208145,3137.4911,3155.63,3130.0,3169.9,3101.01,2024-04-26,239381
77826.7952693203,3171.761,3129.96,3253.04,3287.0,3067.27,2024-04-27,211580
77570.89489365506,3302.1151,3252.63,3262.6,3363.1,3239.72,2024-04-28,224620
100728.07018526594,3185.5412,3262.03,3215.53,3289.8,3113.7,2024-04-29,265283
151671.27742206265,3036.7963,3216.09,3011.4,3255.0,2916.34,2024-04-30,323546
194837.27612394158,2923.0456,3011.24,2968.12,3028.4,2813.8,2024-05-01,401925
92944.4651696496,2967.6384,2970.01,2986.32,3020.4,2890.28,2024-05-02,262281
113983.90864109485,3037.7658,2987.86,3103.27,3131.6,2958.55,2024-05-03,243172
44132.26044768973,3124.8864,3105.13,3117.41,3171.9,3093.28,2024-05-04,193904
46102.94100664072,3128.4145,3118.06,3136.95,3177.0,3073.7,2024-05-05,180583
100973.45455063238,3126.6752,3137.54,3062.69,3225.8,3045.59,2024-05-06,250057
72665.99545109214,3067.2082,3063.07,3005.78,3133.9,3000.0,2024-05-07,214638
71792.13277275399,2993.7005,3005.14,2972.82,3042.9,2936.51,2024-05-08,204280
65895.18857480404,2998.6361,2972.87,3035.92,3064.6,2949.52,2024-05-09,204644
108814.64542852827,2949.6911,3036.25,2909.43,3059.3,2878.38,2024-05-10,249608
33781.05370099144,2916.5307,2909.56,2911.75,2949.2,2885.8,2024-05-11,141906
30556.334005331282,2925.8881,2910.11,2927.75,2962.6,2900.59,2024-05-12,122819
100216.0187014691,2939.3325,2929.18,2950.21,3003.6,2864.01,2024-05-13,217280
99337.44540639735,2907.7348,2948.99,2880.4,2988.0,2858.76,2024-05-14,219290
117789.46298446965,2960.4261,2881.49,3033.2,3044.0,2862.36,2024-05-15,275911
100645.45202763936,2983.3074,3033.21,2945.11,3044.0,2923.73,2024-05-16,222626
98671.23022720357,3056.1052,2944.48,3093.39,3124.2,2932.68,2024-05-17,221450
42277.2808964896,3114.0825,3093.54,3123.99,3151.9,3085.07,2024-05-18,165988
41601.98120346188,3090.9465,3121.37,3070.9,3138.2,3053.74,2024-05-19,159566
350209.4099720457,3399.9665,3071.79,3661.52,3695.0,3048.58,2024-05-20,567282
330133.0790010875,3735.4924,3661.51,3789.37,3841.24,3624.9,2024-05-21,617762
193276.7314851329,3739.3941,3789.32,3735.99,3813.25,3653.11,2024-05-22,426297
402191.1440109136,3792.8915,3736.82,3780.83,3947.0,3521.24,2024-05-23,710836
146906.31268107923,3724.0956,3780.87,3726.89,3831.5,3627.53,2024-05-24,385014
40345.03747950036,3745.0482,3726.37,3749.06,3781.5,3707.41,2024-05-25,204911
84682.40247005422,3819.818,3749.32,3823.83,3884.7,3731.03,2024-05-26,268199
102183.71855902807,3914.841,3824.85,3890.72,3975.8,3821.01,2024-05-27,329102
121527.75705772793,3852.0419,3890.72,3839.98,3929.8,3769.47,2024-05-28,303190
122832.31494432178,3795.0855,3839.99,3762.11,3890.0,3740.75,2024-05-29,317496
109940.30963239737,3765.0312,3762.23,3746.74,3825.9,3700.4,2024-05-30,265035
102789.38601882152,3772.5679,3746.91,3758.44,3846.0,3720.52,2024-05-31,265552
37924.82599346023,3794.2365,3758.37,3812.48,3833.7,3748.31,2024-06-01,163837
49221.9433196435,3792.0033,3812.84,3778.88,3837.9,3750.59,2024-06-02,175968
81851.80703602704,3798.55,3778.7,3766.09,3852.1,3757.32,2024-06-03,213671
75912.02115179964,3788.4338,3766.08,3810.29,3832.56,3728.77,2024-06-04,256779
81047.11481204402,3823.8668,3813.02,3866.57,3888.9,3777.25,2024-06-05,285641
63893.49281857508,3831.725,3866.36,3812.09,3879.15,3758.19,2024-06-06,241251
131557.19788952687,3734.0813,3811.83,3676.69,3842.0,3574.89,2024-06-07,374343
34819.78963966248,3683.4476,3676.88,3680.84,3711.7,3657.39,2024-06-08,180355
24232.615184681286,3692.0611,3680.21,3706.27,3721.8,3665.53,2024-06-09,144717
53281.06504571968,3677.3832,3705.8,3665.86,3712.6,3640.0,2024-06-10,201478
170797.348223378,3527.2376,3665.86,3497.31,3671.5,3381.0,2024-06-11,376183
122122.6962143082,3569.7854,3497.02,3559.14,3657.05,3461.52,2024-06-12,346890
122337.71698334267,3489.8727,3559.14,3467.65,3562.0,3425.87,2024-06-13,335008
121258.12097975239,3451.5841,3468.9,3479.53,3530.8,3360.62,2024-06-14,307147
67364.20908297654,3539.7911,3480.11,3566.69,3593.6,3470.96,2024-06-15,235259
49916.35639597005,3596.0984,3564.36,3622.1,3652.5,3538.74,2024-06-16,201202
131845.45977759242,3540.4215,3620.93,3509.55,3640.0,3463.38,2024-06-17,304703
155610.96934426032,3424.132,3511.23,3482.06,3517.6,3350.0,2024-06-18,367563
129158.56742071497,3543.6121,3482.07,3559.14,3591.7,3464.44,2024-06-19,325153
124964.42130199922,3549.9996,3557.63,3510.73,3628.6,3482.61,2024-06-20,302972
123119.79043465876,3500.3054,3511.96,3517.19,3551.5,3443.9,2024-06-21,314463
36822.73127652066,3496.7214,3517.08,3494.09,3526.7,3473.78,2024-06-22,148019
49562.47187902249,3461.7642,3494.48,3418.42,3525.0,3405.07,2024-06-23,178747
197258.0039048562,3321.4069,3418.35,3350.59,3437.4,3230.0,2024-06-24,406675
118435.28125899153,3388.4208,3350.82,3393.6,3431.9,3334.79,2024-06-25,265811
95800.3675749819,3373.9048,3394.93,3369.31,3428.9,3323.0,2024-06-26,236780
92354.71209615681,3426.7547,3367.67,3445.58,3482.0,3359.23,2024-06-27,245174
112393.58816418357,3420.1467,3445.4,3373.62,3492.5,3360.01,2024-06-28,260467
27543.057051829248,3383.7275,3374.23,3373.26,3412.4,3366.21,2024-06-29,136221
38685.627386669854,3397.0568,3372.93,3432.37,3462.6,3347.21,2024-06-30,152479
72629.55857551943,3471.7962,3432.23,3438.36,3526.7,3420.5,2024-07-01,220859
51220.80142744036,3430.139,3438.32,3416.17,3466.0,3396.76,2024-07-02,173525
103048.35284545283,3314.6773,3415.81,3291.73,3435.6,3248.0,2024-07-03,284015
150019.71731117944,3159.3652,3292.89,3058.89,3315.8,3050.0,2024-07-04,324603
289692.75599125295,2939.4165,3062.9,2981.74,3111.3,2809.41,2024-07-05,544655
61296.38199030824,3017.4497,2981.79,3067.39,3085.1,2955.67,2024-07-06,199481
58678.390935019444,2988.9111,3067.56,2930.78,3079.2,2921.13,2024-07-07,158595
156965.09574528388,2965.9118,2929.71,3018.48,3103.9,2822.64,2024-07-08,376071
71564.68812212354,3065.4568,3017.22,3066.5,3119.1,3003.55,2024-07-09,246196
77072.11338825665,3099.6971,3066.5,3100.3,3158.5,3023.8,2024-07-10,264683
90534.4321589023,3135.8117,3102.21,3099.29,3223.5,3055.0,2024-07-11,305261
60641.014403915426,3104.0081,3099.35,3135.05,3163.3,3045.8,2024-07-12,247320
32891.01343169167,3156.2705,3134.84,3176.71,3210.0,3114.15,2024-07-13,176080
49954.78212110293,3209.09,3176.66,3246.38,3275.0,3164.66,2024-07-14,193643
130895.72421990831,3372.3476,3246.38,3485.87,3500.0,3233.86,2024-07-15,357491
106167.44788681442,3437.479,3486.38,3446.67,3503.5,3348.0,2024-07-16,330121
81434.10600095877,3451.7851,3442.99,3387.45,3521.7,3376.5,2024-07-17,348911
72694.13046938213,3427.8896,3387.1,3425.58,3493.2,3367.65,2024-07-18,290701
96788.84850459635,3458.3155,3425.49,3505.75,3546.6,3375.99,2024-07-19,332699
35604.01675725902,3506.4844,3505.52,3519.06,3544.5,3482.03,2024-07-20,196605
53273.188723089195,3494.9863,3518.01,3536.2,3551.7,3412.19,2024-07-21,229410
66663.1780927084,3486.4809,3534.57,3441.1,3566.4,3423.94,2024-07-22,265932
154602.876893038,3472.5746,3441.07,3482.9,3548.1,3390.0,2024-07-23,391804
128757.97358942936,3403.4698,3480.97,3334.99,3501.9,3299.16,2024-07-24,312762
225379.5348692315,3166.0769,3336.11,3174.3,3347.7,3086.13,2024-07-25,476288
102306.95894220022,3248.6861,3173.35,3274.95,3292.7,3169.59,2024-07-26,278526
65489.031490652495,3266.4109,3274.94,3249.25,3333.0,3190.57,2024-07-27,196669
33961.497829773216,3252.9236,3249.23,3269.98,3292.5,3198.23,2024-07-28,156254
125390.36420002673,3327.3327,3269.63,3317.55,3403.7,3256.68,2024-07-29,293327
95402.54913341938,3305.0876,3318.82,3278.27,3372.5,3231.43,2024-07-30,243052
101371.95821072567,3285.2855,3278.42,3231.81,3354.8,3213.0,2024-07-31,265552
129171.96090923854,3153.7515,3231.38,3200.54,3246.8,3077.17,2024-08-01,317187
144037.61086961522,3069.9679,3201.94,2985.84,3223.0,2964.01,2024-08-02,306288
95596.6954817604,2935.215,2985.96,2901.72,3021.2,2857.35,2024-08-03,247373
135150.53745781514,2774.2108,2902.2,2688.31,2940.3,2626.17,2024-08-04,308326
871243.1111769205,2345.3706,2687.18,2420.37,2700.1,1911.81,2024-08-05,1230479
266166.0299892218,2498.6073,2420.79,2462.52,2559.9,2415.69,2024-08-06,454269
235213.42511858087,2431.7676,2462.53,2343.66,2556.9,2308.94,2024-08-07,474913
253763.63466435185,2527.6423,2343.4,2683.59,2725.7,2321.07,2024-08-08,445262
135890.820752844,2631.4446,2685.28,2599.94,2710.3,2553.08,2024-08-09,278038
36621.0135662102,2612.9542,2600.19,2609.2,2647.3,2577.61,2024-08-10,125477
65002.22334105327,2616.5607,2609.21,2555.58,2723.5,2539.84,2024-08-11,167551
138333.55750047992,2641.0302,2555.79,2723.0,2757.0,2509.58,2024-08-12,286058
104134.29720421392,2685.3082,2727.9,2703.49,2742.7,2611.59,2024-08-13,277604
142388.7693552863,2698.186,2703.01,2661.67,2784.6,2633.76,2024-08-14,328991
134647.1579656524,2600.155,2664.16,2570.5,2678.1,2514.38,2024-08-15,307269
88938.0430583673,2597.0051,2570.22,2593.75,2634.3,2550.93,2024-08-16,228825
20198.099222411765,2605.9473,2593.75,2614.64,2632.9,2588.17,2024-08-17,110047
53608.672083115685,2646.3054,2614.64,2612.68,2692.1,2594.34,2024-08-18,162770
64557.30580718541,2603.1362,2612.7,2637.15,2653.0,2561.87,2024-08-19,180176
99915.86707048962,2616.3722,2637.86,2573.04,2699.4,2555.26,2024-08-20,205899
81459.99045938246,2607.2106,2573.05,2631.14,2666.7,2536.49,2024-08-21,208131
61545.46380061331,2618.686,2631.18,2623.3,2648.2,2584.59,2024-08-22,193338
113784.97529249615,2704.9387,2627.3,2764.73,2803.6,2621.38,2024-08-23,258624
64339.91714248957,2773.923,2767.7,2769.0,2823.3,2732.75,2024-08-24,218497
33552.753552459646,2764.1598,2769.77,2747.0,2796.4,2734.52,2024-08-25,135553
71022.30531412376,2714.6182,2747.01,2680.77,2766.4,2667.25,2024-08-26,169054
137544.6520577972,2559.1694,2684.9,2458.22,2704.3,2393.38,2024-08-27,255079
145622.6581944665,2492.7856,2458.44,2528.51,2560.6,2418.63,2024-08-28,264495
89238.55003465191,2549.0051,2528.37,2528.61,2601.1,2503.09,2024-08-29,207394
105351.91934766874,2494.8496,2528.62,2525.74,2556.1,2430.25,2024-08-30,223691
18275.63782042948,2517.4895,2526.84,2512.62,2540.0,2492.03,2024-08-31,107049
61666.266084823306,2466.4637,2512.65,2425.9,2522.4,2399.2,2024-09-01,158389
73113.3170273943,2491.7113,2425.78,2537.81,2571.0,2423.56,2024-09-02,151062
74437.78707263245,2466.3135,2538.49,2424.18,2557.9,2410.52,2024-09-03,156682
134282.73460212557,2401.939,2424.81,2450.08,2493.4,2307.12,2024-09-04,243249
88348.63701897883,2388.9833,2450.4,2367.8,2472.0,2347.19,2024-09-05,180989
197039.72384325005,2278.6039,2368.17,2224.46,2413.6,2150.0,2024-09-06,320821
61797.893067045,2267.6053,2224.45,2273.1,2317.9,2221.01,2024-09-07,136994
57227.59132913471,2283.6144,2273.11,2297.47,2339.3,2240.82,2024-09-08,114374
105244.91021665315,2327.0348,2297.31,2360.1,2383.0,2273.0,2024-09-09,182227
71363.16266401157,2357.5437,2359.08,2388.26,2403.4,2320.91,2024-09-10,158412
13377.4743834199,2332.0814,2387.78,2339.99,2393.8,2278.81,2024-09-11,17243
8712.893181899992,2350.8072,2340.0,2361.34,2396.5,2315.98,2024-09-12,12430
12372.057495419936,2409.1594,2361.34,2440.89,2469.1,2338.17,2024-09-13,13502
11768.906663519952,2420.906,2441.43,2416.99,2444.5,2381.0,2024-09-14,12616
6882.086577850049,2369.477,2417.0,2323.2,2436.3,2286.06,2024-09-15,11632
11701.960344229954,2291.0337,2316.26,2295.03,2340.2,2253.06,2024-09-16,14303
99281.57918374668,2338.0412,2295.03,2342.1,2396.4,2262.99,2024-09-17,175833
109171.80745083388,2321.6657,2341.69,2374.59,2379.6,2277.05,2024-09-18,201149
133354.44687481743,2440.654,2374.47,2465.84,2498.0,2372.73,2024-09-19,250253
143736.43429209036,2536.7365,2464.52,2562.02,2576.3,2437.49,2024-09-20,273648
79552.51843341361,2567.4543,2562.1,2613.16,2623.53,2528.75,2024-09-21,184557
68466.8773639721,2581.5007,2615.01,2580.92,2633.2,2525.0,2024-09-22,175759
144997.4299334032,2655.5732,2582.0,2646.72,2708.8,2539.64,2024-09-23,282347
118077.97706444254,2636.3945,2647.16,2653.31,2675.8,2591.67,2024-09-24,250177
85795.88922141296,2603.9403,2653.14,2579.25,2678.7,2553.93,2024-09-25,194404
88977.5477434452,2630.9667,2579.15,2632.53,2670.1,2558.84,2024-09-26,199055
113415.56889186057,2678.4141,2632.14,2695.37,2732.1,2615.45,2024-09-27,257176
30721.511532759883,2679.466,2695.01,2675.79,2710.1,2650.16,2024-09-28,133119
33301.46479504907,2658.1896,2675.74,2657.89,2689.1,2634.38,2024-09-29,124456
84693.08198478003,2613.9246,2658.03,2601.27,2668.9,2573.89,2024-09-30,195913
181640.86113939635,2542.8633,2602.42,2447.55,2663.4,2413.11,2024-10-01,281603
107904.98242931682,2428.5997,2447.38,2363.76,2504.1,2351.92,2024-10-02,221164
85465.39001646958,2349.4141,2363.92,2349.97,2406.0,2309.17,2024-10-03,197275
75055.46542463668,2394.2955,2349.46,2414.43,2445.2,2338.96,2024-10-04,174494
22264.78931879039,2411.5221,2414.59,2414.51,2432.8,2389.68,2024-10-05,120974
25838.005905410137,2433.2546,2414.76,2439.84,2458.7,2406.0,2024-10-06,114045
92690.6873535188,2469.2354,2439.82,2421.68,2522.3,2402.32,2024-10-07,181520
69068.32356516634,2433.8393,2421.68,2439.48,2467.3,2399.24,2024-10-08,149154
78265.9843280371,2419.7481,2439.23,2368.66,2475.0,2349.63,2024-10-09,178969
100541.14806125975,2377.2584,2368.35,2384.32,2422.1,2327.83,2024-10-10,197693
88541.19161346364,2429.4482,2383.97,2438.77,2472.3,2378.7,2024-10-11,202280
33307.0961829395,2462.4109,2436.87,2475.79,2493.7,2433.43,2024-10-12,130252
35946.02333911186,2460.1147,2477.11,2467.67,2488.0,2435.88,2024-10-13,144624
153425.62738610824,2576.3363,2466.4,2628.74,2656.1,2442.42,2024-10-14,289640
166761.68023747494,2598.4009,2628.14,2606.63,2687.7,2536.47,2024-10-15,295030
109593.25721595204,2617.6723,2605.99,2610.54,2648.1,2588.05,2024-10-16,233778
75113.33444823416,2611.5158,2610.43,2604.91,2648.4,2574.29,2024-10-17,187436
93909.92832492583,2638.1673,2604.9,2641.98,2676.07,2594.79,2024-10-18,212165
21896.155069600987,2643.8649,2642.0,2647.97,2662.99,2630.82,2024-10-19,112644
55609.60880749311,2700.3973,2648.53,2746.22,2758.6,2635.16,2024-10-20,170916
80783.24795188945,2697.7504,2745.33,2665.35,2769.5,2653.94,2024-10-21,210838
84194.08138791575,2630.1778,2665.78,2620.84,2672.9,2603.37,2024-10-22,196466
94163.52711258485,2539.8172,2620.84,2521.94,2626.29,2445.86,2024-10-23,227753
83338.53147135436,2532.3423,2523.57,2534.07,2561.2,2504.7,2024-10-24,222383
158225.73182721846,2492.7142,2534.23,2436.01,2566.7,2379.35,2024-10-25,352357
51917.272856114614,2463.0068,2436.73,2479.49,2506.3,2425.54,2024-10-26,168343
39468.766725601454,2488.3627,2478.87,2504.69,2527.7,2460.47,2024-10-27,157775
121922.37584946313,2519.5712,2504.72,2565.66,2590.1,2468.81,2024-10-28,262805
151211.8497711419,2625.2304,2564.97,2637.85,2681.78,2559.3,2024-10-29,339825
144758.30032849207,2671.4802,2636.09,2658.16,2723.9,2594.97,2024-10-30,314854
108323.71011298134,2577.0989,2656.2,2515.07,2669.8,2500.0,2024-10-31,270220
101145.34828617492,2519.5537,2515.09,2510.27,2585.3,2464.83,2024-11-01,264714
33449.297493822196,2493.9699,2512.19,2493.44,2524.2,2469.7,2024-11-02,126457
74500.48479452603,2447.4775,2491.78,2456.57,2496.01,2409.53,2024-11-03,178668
78498.93426648791,2428.6567,2459.0,2397.0,2491.4,2355.43,2024-11-04,206358
106423.34439721328,2436.676,2395.92,2422.24,2482.4,2379.3,2024-11-05,247186
291468.94121327205,2614.6399,2422.26,2724.27,2746.83,2420.14,2024-11-06,578855
269257.41991892393,2843.4249,2723.26,2897.65,2920.62,2700.5,2024-11-07,533198
210923.99794830958,2931.6015,2896.95,2964.09,2986.13,2887.9,2024-11-08,460247
145490.0466214621,3047.4559,2963.1,3127.97,3158.83,2955.0,2024-11-09,404918
224831.94632569305,3179.9982,3128.19,3186.07,3251.25,3069.19,2024-11-10,623024
323162.95908402296,3259.4913,3183.9,3375.78,3391.61,3106.4,2024-11-11,640992
329328.74294399074,3300.6324,3375.76,3247.21,3446.98,3208.13,2024-11-12,750284
