volume,volume_weighted,open,close,high,low,timestamp,num_trades
11571.132272252362,43114.6615,42241.1,44220.78,44240.8,42175.65,2024-01-01,219298
39113.6281522264,45190.5321,44180.8,44972.8,45925.82,44113.2,2024-01-02,522828
43428.97340344553,43034.5792,44972.81,42862.44,45559.0,39501.0,2024-01-03,622288
23483.267113926853,43804.8366,42860.58,44193.29,44810.0,42650.0,2024-01-04,367559
23295.117121494848,43711.2836,44198.35,44186.59,44449.0,42413.0,2024-01-05,373665
7422.341112331489,43857.4888,44179.9,44018.0,44263.0,43436.5,2024-01-06,180768
8044.732283182773,44095.3438,43960.0,43959.0,44510.01,43627.0,2024-01-07,184630
37061.96436286115,45541.5938,43954.52,46995.1,47330.0,43200.44,2024-01-08,570177
38524.350057053976,46491.2035,46989.5,46124.08,47988.0,44500.0,2024-01-09,656435
49773.3582634139,45878.5148,46120.79,46666.11,47732.5,44268.0,2024-01-10,738646
50944.64533833511,46947.4415,46654.0,46350.4,49102.29,45555.55,2024-01-11,762583
59970.9527363467,44196.8707,46350.4,42773.03,46522.2,41444.97,2024-01-12,791172
13737.624864085004,42831.5723,42775.1,42839.33,43250.0,42427.0,2024-01-13,315568
11736.23537913369,42547.6023,42827.9,41697.33,43075.0,41680.73,2024-01-14,254369
14184.84569772358,42593.5944,41698.13,42520.0,43369.0,41680.0,2024-01-15,286077
21236.810862302398,42984.3473,42499.3,43130.45,43588.0,42028.02,2024-01-16,390408
19248.80836952228,42620.9692,43130.35,42739.49,43215.0,42160.0,2024-01-17,343705
29890.466539984263,41649.2286,42737.68,41293.5,42932.0,40600.05,2024-01-18,392081
27855.61115430643,41263.728,41290.57,41624.07,42212.0,40236.49,2024-01-19,384868
7096.28753251149,41601.0113,41623.94,41666.67,41944.0,40000.0,2024-01-20,189193
5268.617377100797,41698.6924,41666.67,41554.05,42260.0,41472.49,2024-01-21,149600
33767.231491860824,40405.9444,41670.0,39524.27,41775.0,39372.44,2024-01-22,440095
28114.91671063499,39263.6977,39510.0,39878.3,40215.0,38501.0,2024-01-23,422574
21769.698772998032,39871.7516,39878.28,40069.8,40599.0,39382.15,2024-01-24,332209
16735.523332165852,39893.3563,40079.87,39941.66,40333.0,39503.0,2024-01-25,254578
25444.491195520382,41317.6759,39941.66,41814.8,42243.14,39805.95,2024-01-26,353696
5516.929458381651,41812.7495,41814.96,42126.55,42204.0,41383.94,2024-01-27,162020
6906.719029741704,42272.2683,42126.55,42034.59,42839.07,41617.53,2024-01-28,171880
15637.156951694247,42722.6475,42025.0,43269.5,43333.0,41787.35,2024-01-29,257880
19919.379506534315,43450.3182,43272.7,42942.78,43872.99,42680.2,2024-01-30,287585
19446.882335773065,42982.206,42955.0,42548.08,43742.3,42265.77,2024-01-31,273550
15130.836461533445,42551.1031,42551.7,43075.2,43276.19,41846.04,2024-02-01,269772
15165.356765253753,43044.4664,43075.3,43181.66,43700.0,42527.58,2024-02-02,250322
3069.056594700402,43100.0274,43183.62,43010.67,43366.0,42863.58,2024-02-03,129634
3898.363555500461,42798.4293,43007.82,42568.55,43109.0,42228.01,2024-02-04,132617
11374.964509474737,42746.4013,42591.3,42657.67,43540.0,42235.0,2024-02-05,221152
9990.22960118174,43026.4095,42650.0,43095.79,43387.0,42516.07,2024-02-06,220996
